app,algo,persona,episode,ep_len,ep_return,timestamp_ms,ale_score,deaths,episode_ale_score,pellets,score_delta,steps,unique_tiles
pacman,a2c,pacman_survivor,17,757,89.22784423828125,1761511739193,108779.90999999935,3.0,89.22999999999851,17.0,122030.0,286903.0,312.0
pacman,a2c,pacman_survivor,17,665,147.77845764160156,1761511740295,81876.10000000002,3.0,147.77999999999912,23.0,103670.0,221445.0,323.0
pacman,a2c,pacman_survivor,16,633,285.1601257324219,1761511740373,167531.3899999988,3.0,285.15999999999474,18.0,185860.0,200661.0,257.0
pacman,a2c,pacman_survivor,17,523,112.69990539550781,1761511740757,27784.300000000174,3.0,112.70000000000039,24.0,45550.0,137026.0,221.0
pacman,a2c,pacman_survivor,17,531,-9.400015830993652,1761511742543,27688.5300000003,3.0,-9.399999999998954,12.0,46100.0,141246.0,227.0
pacman,a2c,pacman_survivor,17,631,136.678466796875,1761511742988,74348.80999999997,3.0,136.67999999999904,22.0,94390.0,199396.0,335.0
pacman,a2c,pacman_survivor,17,897,176.22940063476562,1761511743050,178559.73999999883,3.0,176.22999999999777,25.0,190380.0,402753.0,432.0
pacman,a2c,pacman_survivor,16,841,194.9077606201172,1761511746027,129959.23999999967,3.0,194.90999999999855,27.0,154880.0,354061.0,428.0
pacman,a2c,pacman_survivor,17,539,72.55007934570312,1761511748041,34418.68000000036,3.0,72.55000000000146,20.0,53290.0,145530.0,238.0
pacman,a2c,pacman_survivor,18,643,24.909387588500977,1761511748357,56480.82000000016,3.0,24.91000000000095,15.0,81610.0,207046.0,262.0
pacman,a2c,pacman_survivor,18,549,123.74858093261719,1761511748586,73061.0599999997,3.0,123.74999999999903,25.0,91480.0,150975.0,228.0
pacman,a2c,pacman_survivor,18,643,106.4383544921875,1761511749480,87546.24999999971,3.0,106.439999999999,23.0,112090.0,207046.0,255.0
pacman,a2c,pacman_survivor,18,469,69.96985626220703,1761511749784,37905.46000000018,3.0,69.97000000000092,20.0,54830.0,110215.0,190.0
pacman,a2c,pacman_survivor,18,597,216.41879272460938,1761511751069,104445.83999999955,3.0,216.41999999999743,30.0,121880.0,178503.0,251.0
pacman,a2c,pacman_survivor,18,661,788.5836791992188,1761511752420,349709.73999999766,3.0,788.5799999999886,29.0,361440.0,218791.0,295.0
pacman,a2c,pacman_survivor,17,603,257.8599548339844,1761511754580,119353.09999999983,3.0,257.8599999999989,34.0,136690.0,182106.0,297.0
pacman,a2c,pacman_survivor,18,491,9.38948917388916,1761511755002,39743.28000000005,3.0,9.390000000000178,14.0,55990.0,120786.0,186.0
pacman,a2c,pacman_survivor,19,473,100.61894226074219,1761511755290,59375.16999999989,3.0,100.61999999999941,23.0,76270.0,112101.0,183.0
pacman,a2c,pacman_survivor,19,531,-9.319945335388184,1761511755882,26089.580000000307,3.0,-9.319999999998934,12.0,44520.0,141246.0,235.0
pacman,a2c,pacman_survivor,19,537,184.2288360595703,1761511757365,79073.38999999984,3.0,184.2299999999994,31.0,96780.0,144453.0,192.0
pacman,a2c,pacman_survivor,19,683,378.7906799316406,1761511759101,195875.6899999992,3.0,378.7899999999969,27.0,210630.0,233586.0,290.0
